actions,PIMS ID,Product,Suppliers,Inventory Tags,Manufacturer,Buying Unit,Selling Unit,Buying Cost,Fixed Price,Non Billable,Markup,Selling Price,Dispensing Fee,Location,Priority,QOH Min,QOH Max
,302110,Royal Canin K9 Sel Protein PV 13.6oz Can,,,,Each,Each,0.0,no,no,,0.17,0,,,,
,760317,Royal Canin K9 Select Pro PV 17.6# Bag,,,,Each,Each,54.85,no,no,,83.51,0,,,,
,760377,Royal Canin K9 Select Pro PV 7.7# Bag,,,,Each,Each,30.1,no,no,,45.83,0,,,,
,402136,Royal Canin K9 Ur SO Mod Cal TSIG 12.5o,,,,Each,Each,3.02,no,no,,4.52,0,,,,
,RXBENT,RX  Benazepril 5mg Tab,,,,Tablet,Tablet,0.042,no,no,285.00%,0.33,0,,,,
,RX-IACE25,RX Acepromazine 25mg TAB,,,,Tablet,Tablet,0.58,no,no,,2.11,0,,,,
,RX-AMBENZ,RX Acne Med. Benzoyl Per. Gel 5% 1.5oz,,,,Each,Each,2.57,no,no,,0.0,0,,,,
,RX-ACY400,RX Acyclovir 400mg TAB,,,,Tablet,Tablet,9.29,no,no,,0.0,0,,,,
,RX-IADQ,RX Adequan 100mg/ml INJ (BOX of 2),,,,Box,Box,123.0,no,no,,246.0,0,,,,
,RX-ADEQEQ50,RX Adequan Equine 50ml Bottle,,,,Bottle,Bottle,429.0,no,no,,0.0,0,,,,
,RX-IAOS1,RX Albon Oral Suspension 5% 473ml Bottle,,,,Milliliter,Milliliter,0.23,no,no,,0.68,0,,,,
,RX-IAL144,RX Albon Oral Suspension 5% 60ml bottle,,,,Milliliter,Milliliter,0.28,no,no,,0.56,0,,,,
,RX-AHGP,RX Aluminum Hydroxide Gel Powder 40 Dram,,,,Each,Each,0.44,no,no,,0.89,0,,,,
,RX-AMAN50,RX Amantadine Oral Solution 50mg/5ml (10mg/mL),,,,Milliliter,Milliliter,0.02,no,no,,0.04,0,,,,
,RX-AMP2.5,RX Amlodipine 2.5 mg TAB,,,,Tablet,Tablet,0.01,no,no,,0.09,0,,,,
,RX-AML5,RX Amlodipine 5mg TAB,,,,Tablet,Tablet,0.02,no,no,,0.06,0,,,,
,RX-IAMOX3,RX Amoxi Drops 30ml (50mg/mL),,,,Milliliter,Box,13.85,no,no,,27.7,0,,,,
,RX-IAMOD1,RX Amoxi-drops 15ml (50mg/mL),,,,Milliliter,Box,7.35,no,no,,14.7,0,,,,
,RX-IAMO25,RX Amoxicillin 250mg CAP,,,,Capsule,Capsule,0.11,no,no,,0.63,0,,,,
,RX-AMOX500,RX Amoxicillin 500mg CAP,,,,Capsule,Capsule,0.05,no,no,,0.25,0,,,,
,RX-AMOXCB15,RX Amoxicillin/Clav. ( Betacillin ) 15 ml (62.5mg/mL),,,,Milliliter,Box,13.31,no,no,,37.28,0,,,,
,RX-AMOCL125,RX Amoxicillin/Clavulanate 125mg TAB,,,,Tablet,Tablet,0.48,no,no,,1.4,0,,,,
,RX-AMOCL375,RX Amoxicillin/Clavulanate 375mg TAB,,,,Tablet,Tablet,1.13,no,no,,3.29,0,,,,
,RX-ANIMAX15,RX Animax Ointment 15 ml,,,,Each,Each,13.63,no,no,,27.26,0,,,,
,RX-ANIM30,RX Animax Ointment 30 ml,,,,Each,Each,23.61,no,no,,30.69,0,,,,
,RX-APOQT16,RX Apoquel 16mg TAB,,,,Tablet,Tablet,1.73,no,no,,3.46,0,,,,
,RX-APOQT3.6,RX Apoquel 3.6mg TAB,,,,Tablet,Tablet,1.73,no,no,,3.46,0,,,,
,RX-APOQT5.4,RX Apoquel 5.4mg TAB,,,,Tablet,Tablet,1.73,no,no,,3.46,0,,,,
,RX-IAT,RX Artificial Tears 3.5g,,,,Each,Each,0.0,no,no,,11.4,0,,,,
,RX-IAT50,RX Atopica (Cycloporine) 50mg CAP,,,,Capsule,Capsule,0.0,no,no,,70.0,0,,,,
,RX-IATP100,RX Atopica (Cyclosporine) 100 mg CAP,,,,Capsule,Capsule,51.01,no,no,,83.0,0,,,,
,RX-CYCLO25,RX Atopica (Cyclosporine) 25mg CAP,,,,Capsule,Capsule,0.0,no,no,,34.24,0,,,,
,RX-IATC17,RX Atopica/Cats 100mg/ml 17ml Vial,,,,Bottle,Bottle,78.68,no,no,,157.36,0,,,,
,RX-IATC5,RX Atopica/Cats 100mg/ml 5ml Vial,,,,Bottle,Bottle,25.11,no,no,,52.73,0,,,,
,RX-ATOPIM,RX Atopivet Mousse 8.4 oz Bottle,,,,Each,Each,18.28,no,no,,36.56,0,,,,
,RX-ATOPT,RX Atopivet Spot On Topical ( 8 Pipettes ),,,,Each,Each,26.47,no,no,,52.94,0,,,,
,RX-ATROINT,RX Atropine Eye Ointment 1% 3.5gm,,,,Each,Each,14.43,no,no,,30.3,0,,,,
,RX-IATROP,RX Atropine Sulfate 1% Solution (opht.),,,,Bottle,Bottle,28.02,no,no,,65.25,0,,,,
,RX-AVMAQ45,RX Avmaquin 45ct Bottle,,,,Bottle,Bottle,17.0,no,no,,0.0,0,,,,
,RX-AYRADIA3,RX Ayradia 125mg/ml Susp 30ml Bottle,,,,Milliliter,Milliliter,26.03,no,no,,52.06,0,,,,
,RX-AYRADIA1,RX Ayradia 125mg/ml Susp. 100 ml Bottle,,,,Milliliter,Milliliter,55.0,no,no,,110.0,0,,,,
,RX-AZITH250,RX Azithromycin 250mg TAB 30ct.,,,,Tablet,Tablet,7.44,no,no,,0.0,0,,,,
,RX-AZITHR,RX Azithromycin Susp 200mg/5 ml (40mg/mL) (30cc),,,,Bottle,Bottle,4.68,no,no,,32.21,0,,,,
,RX-ASCPS90,RX Azodyl Small CAP (Kidney Supplement),,,,Capsule,Capsule,0.73,no,no,,1.1,0,,,,
,RX-BLADDSUP,RX Bladder Support Soft Chews 60 count,,,,Tablet,Bottle,0.0,no,no,,28.62,0,,,,
,RX-BST60,RX Bladder Support Tablets 60ct,,,,Tablet,Bottle,12.91,no,no,,0.0,0,,,,
,RX-B0180C2,RX Bone Stasis 200 0.5g CAP,,,,Capsule,Bottle,26.6,no,no,,58.8,0,,,,
,RX-BRESF200,RX Breast Stasis Formula 0.5g 200ct CAP,,,,Capsule,Bottle,26.6,no,no,,58.8,0,,,,
,RX-BUP0.5,RX Buprenorphine 0.5mg/ml ORAL,,,,Milliliter,Milliliter,0.79,no,no,,1.66,16.5,,,,
,RX-ICAPL,RX Capstar / Single Dose / Large,,,,Tablet,Tablet,4.87,no,no,,11.43,0,,,,
,RX-ICAPS,RX Capstar/ Single Dose / Small,,,,Tablet,Tablet,4.26,no,no,,10.0,0,,,,
,RX-IRIM10,RX Carprofen (Rimadyl) 100mg TAB,,,,Tablet,Tablet,0.52,no,no,,1.31,0,,,,
,RX-IRIM25,RX Carprofen (Rimadyl) 25mg TAB,,,,Tablet,Tablet,0.35,no,no,,1.2,0,,,,
,RX-IRIM75,RX Carprofen (Rimadyl) 75mg TAB,,,,Tablet,Tablet,0.41,no,no,,1.5,0,,,,
,RX-ICP100,RX Cefpodoxime 100mg TAB (Antibiotic),,,,Tablet,Tablet,0.35,no,no,,1.64,0,,,,
,RX-ICEP200,RX Cefpodoxime 200mg TAB (Antibiotic),,,,Tablet,Tablet,0.71,no,no,,3.04,0,,,,
,RX-CENTLA,RX Centragard Large 5.6-16.5 lbs,,,,Tube,Tube,10.21,no,no,,27.22,0,,,,
,RX-CENTS,RX Centragard Small 1.8 - 5.5lbs,,,,Tube,Tube,12.44,no,no,,24.87,0,,,,
,RX-CF200T,RX Cervical Formula 200ct Teapill,,,,Tablet,Bottle,10.5,no,no,,21.0,0,,,,
,RX-ICHL4,RX Chlorpheniramine Maleate 4mg TAB,,,,Tablet,Tablet,0.01,no,no,,0.29,0,,,,
,RX-ICIP25,RX Ciprofloxacin 250mg TAB,,,,Tablet,Tablet,0.08,no,no,,0.46,0,,,,
,RX-ICIP50,RX Ciprofloxacin 500mg TAB,,,,Tablet,Tablet,0.14,no,no,,0.52,0,,,,
,RX-ICIPO,RX Ciprofloxacin Opth. Sol.,,,,Bottle,Bottle,7.06,no,no,,34.65,0,,,,
,RX-CISA10,RX Cisapride 10mg Gourmed Tab Chick.Flavor,,,,Tablet,Tablet,0.75,no,no,,1.51,0,,,,
,RX-ICLT100Q,RX Clindamycin 100mg Quad TAB,,,,Tablet,Tablet,0.68,no,no,,2.2,0,,,,
,RX-ICLT150,RX Clindamycin 150mg CAP,,,,Capsule,Capsule,0.08,no,no,,0.23,0,,,,
,RX-ICLT25,RX Clindamycin 25mg TAB,,,,Tablet,Tablet,0.51,no,no,,1.07,0,,,,
,RX-ICD20,RX Clindamycin 25mg/ml LIQ,,,,Bottle,Bottle,3.01,no,no,,11.55,0,,,,
,RX-ICLT75,RX Clindamycin 75mg CAP,,,,Capsule,Capsule,0.23,no,no,,0.61,0,,,,
,RX-CLOP75TA,RX Clopidogrel 75 mg TAB,,,,Tablet,Tablet,0.08,no,no,,0.44,0,,,,
,RX-COB12SUP,RX Cobalequin B12 Supp Cats/Small Dog <22lb,,,,Tablet,Bottle,12.49,no,no,,26.23,0,,,,
,RX-COB12SL,RX Cobalequin B12 Supp. Dogs >22lbs,,,,Tablet,Bottle,15.49,no,no,,32.53,0,,,,
,RX-MARO16,RX Comfortrate ( Maropitant ) 16mg TAB,,,,Tablet,Tablet,2.53,no,no,,5.06,0,,,,
,RX-COMF24,RX Comfortrate ( Maropitant ) 24 mg TAB,,,,Tablet,Tablet,2.63,no,no,,5.26,0,,,,
,RX-COMF60,RX Comfortrate ( Maropitant ) 60mg TAB,,,,Tablet,Tablet,4.79,no,no,,9.59,0,,,,
,RX-COMPBHC,RX Composure Behavioral Health 60ct. Chew,,,,Tablet,Bottle,16.01,no,no,,0.0,0,,,,
,RX-CBSF50,RX Conc. Breast Stasis Formula 50ct CAP,,,,Capsule,Bottle,17.95,no,no,,39.8,0,,,,
,RX-CCF100,RX Conc. Cervical Formula 100ct CAP,,,,Capsule,Bottle,27.29,no,no,,60.5,0,,,,
,RX-CDHS50,RX Conc. Damp Heat Skin 50ct CAP,,,,Capsule,Bottle,15.79,no,no,,31.58,0,,,,
,RX-CDGPS100,RX Conc. Di Gu Pi San 100ct CAP,,,,Capsule,Bottle,26.83,no,no,,59.5,0,,,,
,RX-CDTT100T,RX Conc. Di Tan Tang 100ct CAP,,,,Capsule,Bottle,28.74,no,no,,60.5,0,,,,
,RX-CDTT90P,RX Conc. Di Tan Tang Powder 90g,,,,Each,Each,36.34,no,no,,72.68,0,,,,
,RX-CHQW50,RX Conc. Hindquarter Weakness 50ct CAP,,,,Capsule,Bottle,15.79,no,no,,35.17,0,,,,
,RX-CHQWP90G,RX Conc. Hindquarter Weakness Powder 90g,,,,Each,Each,34.73,no,no,,73.16,0,,,,
,RX-CHW100,RX Conc. Hindquater Weakness 100ct CAP,,,,Capsule,Bottle,26.83,no,no,,56.52,0,,,,
,RX-CJSGJ100,RX Conc. Jin Suo Gu Jing 0.5mg 100ct CAP,,,,Capsule,Bottle,29.45,no,no,,58.9,0,,,,
,RX-MAXFORM,RX Conc. Max's Formula 0.5g 100ct CAP,,,,Capsule,Bottle,25.48,no,no,,54.37,0,,,,
,RX-CPFF100,RX Conc. Phlegm Fat Formula 100ct CAP,,,,Capsule,Bottle,29.45,no,no,,58.9,0,,,,
,RX-CSC90P,RX Conc. Shen Calmer Powder 90g,,,,Each,Each,32.7,no,no,,72.5,0,,,,
,RX-CSWXF100,RX Conc. Si Wu Xiao Feng 100 ct CAP,,,,Capsule,Bottle,37.0,no,no,,74.0,0,,,,
,RX-CSH50,RX Conc. Stomach Happy 50ct CAP,,,,Capsule,Bottle,17.95,no,no,,35.9,0,,,,
,RX-CSHP90,RX Conc. Stomach Happy Powder 90g,,,,Each,Each,36.34,no,no,,76.5,0,,,,
,RX-CTL100,RX Conc. Tendon/Ligament 100ct CAP,,,,Capsule,Bottle,26.61,no,no,,53.22,0,,,,
,RX-CTL90P,RX Conc. Tendon/Ligament Powder 90g,,,,Each,Each,34.5,no,no,,69.0,0,,,,
,RX-CXYS100C,RX Conc. Xin Yi San 0.5g 100ct CAP,,,,Capsule,Bottle,28.26,no,no,,59.5,0,,,,
,RX-CZXS90G,RX Conc. Zhen Xin San 90g Powder,,,,Each,Each,42.04,no,no,,88.5,0,,,,
,RX-CONCBS50,RX Concentrated Body Sore 50ct CAP,,,,Capsule,Bottle,16.6,no,no,,35.0,0,,,,
,RX-CBS90P,RX Concentrated Body Sore Powder 90g,,,,Each,Each,32.7,no,no,,68.88,0,,,,
,RX-CDGPS90G,RX Concentrated Di Gu Pi San Powder 90g,,,,Each,Each,36.53,no,no,,76.96,0,,,,
,RX-CONFOUR,RX Concentrated Four Gentleman 90g Powder,,,,Each,Each,35.5,no,no,,55.91,0,,,,
,RX-CHQT100,RX Concentrated Heart Qi Tonic 100ct CAP,,,,Capsule,Bottle,28.26,no,no,,56.52,0,,,,
,RX-CJGSQ90,RX Concentrated Jin Gui Shen Qi Powder 90g,,,,Each,Each,36.58,no,no,,73.16,0,,,,
,RX-CJSGJ90P,RX Concentrated Jin Suo Gu Jing Powder 90g,,,,Each,Each,36.53,no,no,,76.96,0,,,,
,RX-CLHAPP10,RX Concentrated Liver Happy 100ct CAP,,,,Capsule,Bottle,26.84,no,no,,56.52,0,,,,
,RX-CLH50CT,RX Concentrated Liver Happy 50ct CAP,,,,Capsule,Bottle,16.46,no,no,,35.0,0,,,,
,RX-CRFD100,RX Concentrated Red Front Door 100ct CAP,,,,Capsule,Bottle,27.96,no,no,,60.9,0,,,,
,RX-CRFD50,RX Concentrated Red Front Door 50ct CAP,,,,Capsule,Bottle,15.11,no,no,,33.41,0,,,,
,RX-CONR11,RX Concentrated Rehmannia 11 0.5g 100ct CAP,,,,Capsule,Bottle,27.96,no,no,,56.52,0,,,,
,RX-REHCON14,RX Concentrated Rehmannia 14 0.5g 100ct CAP,,,,Capsule,Bottle,22.8,no,no,,50.4,0,,,,
,RX-CSCC50,RX Concentrated Shen Calmer 50ct CAP,,,,Capsule,Bottle,16.46,no,no,,33.41,0,,,,
,RX-CONSTAS,RX Concentrated Stasis Breaker 100ct CAP,,,,Capsule,Bottle,26.83,no,no,,54.37,0,,,,
,RX-CONCSB,RX Concentrated Stasis Breaker Powder 90g,,,,Each,Each,37.75,no,no,,59.45,0,,,,
,RX-CWQB100,RX Concentrated Wei Qi Booster (100 ct CAP),,,,Capsule,Bottle,25.48,no,no,,54.37,0,,,,
,RX-CONXUE,RX Concentrated Xue Fu Zhe Yu (100ct),,,,Each,Each,26.84,no,no,,57.85,0,,,,
,RX-CYYXF100,RX Concentrated Yang Yin Xi Feng 100ct,,,,Each,Each,26.16,no,no,,57.85,0,,,,
,RX-COSCC,RX Cosequin for Cats Soft Chews 60ct,,,,Bag,Bag,7.52,no,no,,15.04,0,,,,
,RX-COUGHT,RX Cough Tablets,,,,Tablet,Tablet,0.26,no,no,,0.69,0,,,,
,RX-CREDC24,RX Credelio for Cats 2.0 - 4.0# Chew Single,,,,Tablet,Tablet,11.9,no,no,,25.24,0,,,,
,RX-CREDC417,RX Credelio for Cats 4.1 - 17.0# Chew Sing.,,,,Tablet,Tablet,13.25,no,no,,26.49,0,,,,
,RX-IDASAF,RX Dasuquin Advanced for Cats,,,,Capsule,Bottle,13.85,no,no,,28.71,0,,,,
,RX-DASCL,RX Dasuquin Advanced Soft Chew 64ct Large,,,,Bag,Bag,33.25,no,no,,66.84,0,,,,
,RX-IDASS,RX Dasuquin Advanced Soft Chew 64ct Sm/Med,,,,Bag,Bag,29.2,no,no,,58.44,0,,,,
,RX-DENCHADL,RX Denamarin Chew Advanced (Large),,,,Bottle,Bottle,53.15,no,no,,74.41,0,,,,
,RX-DENCHADV,RX Denamarin Chew Advanced (Small),,,,Bottle,Bottle,37.95,no,no,,53.15,0,,,,
,RX-DERCOX,RX Deracoxib (Coxiba) 100mg TAB,,,,Tablet,Tablet,1.77,no,no,,4.42,0,,,,
,RX-DERCOX25,RX Deracoxib (Coxiba) 25mg TAB,,,,Tablet,Tablet,0.66,no,no,,1.69,0,,,,
,RX-DERCOX75,RX Deracoxib (Coxiba) 75mg TAB,,,,Tablet,Tablet,1.36,no,no,,3.33,0,,,,
,RX-DGPS200G,RX Di Gu Pi San Powder 200g,,,,Bottle,Bottle,23.37,no,no,,0.0,0,,,,
,RX-DTT200P,RX Di Tan Tang Powder 200g,,,,Bottle,Bottle,22.19,no,no,,46.74,0,,,,
,RX-DTTT200,RX Di Tan Tang Teapill 200ct,,,,Bottle,Bottle,8.34,no,no,,17.58,0,,,,
,RX-IVAL5,RX Diazepam 5mg TAB ( Valium ),,,,Tablet,Tablet,0.03,no,no,,0.42,0,,,,
,RX-DOUBPIIC,RX Double P II 0.5g 200ct CAP,,,,Bottle,Bottle,33.6,no,no,,71.0,0,,,,
,RX-DPII100,RX Double P II 100ct CAP,,,,Bottle,Bottle,20.3,no,no,,40.6,0,,,,
,RX-DOUBPIIP,RX Double P II Powder 200g,,,,Bottle,Bottle,40.52,no,no,,85.3,0,,,,
,RX-DCP30,RX Douxo Chlorhexidine 3% PS Pads 30ct,,,,Each,Each,13.09,no,no,,27.0,0,,,,
,RX-DOXY100,RX Doxycycline 100 mg TAB,,,,Tablet,Tablet,0.07,no,no,,1.76,0,,,,
,RX-DOXY100S,RX Doxycycline 100mg/ml SUSP.,,,,Milliliter,Milliliter,0.54,no,no,,1.21,0,,,,
,RX-DOX150FT,RX Doxycycline 150mg Flex TAB,,,,Tablet,Tablet,0.33,no,no,,0.87,0,,,,
,RX-DOXY50,RX Doxycycline 50mg TAB,,,,Tablet,Tablet,0.16,no,no,,0.44,0,,,,
,RX-KCOTO,RX Ear - KC Oto Pack,,,,Milliliter,Pack,0.0,no,no,,15.0,0,,,,
,RX-OTOE,RX Ear - Oti-Pack,,,,Milliliter,Pack,0.0,no,no,,28.5,0,,,,
,RX-EASOTIC,RX Easotic ear Ointment 10ml,,,,Each,Each,21.19,no,no,,42.38,0,,,,
,RX-E2101-20,RX Eight Righteous 200g,,,,Bottle,Bottle,20.52,no,no,,32.32,0,,,,
,RX-ELURA15,RX Elura 20mg/ml Oral Susp. (15 ml Bottle),,,,Bottle,Bottle,33.43,no,no,,56.83,0,,,,
,RX-IENA10,RX Enalapril 10mg TAB,,,,Tablet,Tablet,0.05,no,no,,0.38,0,,,,
,RX-ENAL20T,RX Enalapril 20mg TAB,,,,Tablet,Tablet,0.06,no,no,,0.25,0,,,,
,RX-IENA5,RX Enalapril 5mg TAB,,,,Tablet,Tablet,0.04,no,no,,2.59,0,,,,
,RX-IBAY20,RX Enrofloxacin (Baytril ) 22.7mg TAB,,,,Tablet,Tablet,0.5,no,no,,1.33,0,,,,
,RX-IBAY60,RX Enrofloxacin (Baytril ) 68mg Taste TAB,,,,Tablet,Tablet,1.27,no,no,,3.1,0,,,,
,RX-IBAY13,RX Enrofloxacin (Baytril) 136mg TAB,,,,Tablet,Tablet,2.29,no,no,,5.38,0,,,,
,RX-ENT10BOT,RX Entyce App Stimulant 30mg/ml 10ml Bottle,,,,Bottle,Bottle,32.76,no,no,,49.14,0,,,,
,RX-IEPA180,RX Epakitin 180gm,,,,Each,Each,48.43,no,no,,101.7,0,,,,
,RX-IEPA3,RX Epakitin 300gm Bottle,,,,Each,Each,84.01,no,no,,168.02,0,,,,
,RX-IEPA60,RX Epakitin 60gm,,,,Each,Each,26.7,no,no,,53.4,0,,,,
,RX-IERYO,RX Erythromycin Oph Ointment,,,,Each,Each,5.76,no,no,,29.66,0,,,,
,RX-E2042T,RX External Wind 200 Teapill,,,,Tablet,Bottle,7.6,no,no,,16.8,0,,,,
,RX-ESD,RX Eye Serum Drops,,,,Bottle,Bottle,0.0,no,no,,32.26,0,,,,
,RX-IFAM10,RX Famotidine 10mg TAB,,,,Tablet,Tablet,0.06,no,no,,0.25,0,,,,
,RX-IFAM20,RX Famotidine 20mg TAB,,,,Tablet,Tablet,0.03,no,no,,0.37,0,,,,
,RX-I8001,RX Fan Xie Ye 200g,,,,Bottle,Bottle,19.0,no,no,,39.9,0,,,,
,RX-FELAN30,RX Felanorm (Methimazole) 5mg/ml 30ml Bot,,,,Bottle,Bottle,16.8,no,no,,33.6,0,,,,
,RX-IPANA,RX Fenbendazole ( Panacur ) 100mg/ml LIQ,,,,Milliliter,Milliliter,0.15,no,no,,0.31,0,,,,
,RX-FLADC60,RX Flexadin Advanced Chews 60ct,,,,Bag,Bag,39.17,no,no,,58.96,0,,,,
,RX-IPRZAC10,RX Fluoxetine 10mg TAB,,,,Tablet,Tablet,0.18,no,no,,1.8,0,,,,
,RX-IFLX20,RX Fluoxetine 20mg CAP,,,,Capsule,Capsule,0.04,no,no,,0.46,0,,,,
,RX-FLUO40C,RX Fluoxetine 40mg CAP,,,,Capsule,Capsule,0.12,no,no,,0.49,0,,,,
,RX-IFFB,RX Fortiflora - SA Feline / K9 Box,,,,Box,Box,20.99,no,no,,31.48,0,,,,
,RX-A3010T,RX Four Gentlemen 200 Teapill/Si,,,,Bottle,Bottle,5.7,no,no,,11.97,0,,,,
,RX-A2150,RX Four Immortals 200g,,,,Bottle,Bottle,24.32,no,no,,51.07,0,,,,
,RX-ILAS12,RX Furosemide (Lasix) 12.5 mg TAB,,,,Tablet,Tablet,0.14,no,no,,0.39,0,,,,
,RX-LAS20,RX Furosemide (Lasix) 20 mg TAB,,,,Tablet,Tablet,0.03,no,no,,0.59,0,,,,
,RX-ILAS50,RX Furosemide (Lasix) 50 mg TAB,,,,Tablet,Tablet,0.21,no,no,,0.58,0,,,,
,RX-IGAB100,RX Gabapentin 100mg CAP,,,,Capsule,Capsule,0.02,no,no,,0.33,0,,,,
,RX-GABAQTAB,RX Gabapentin 100mg Quad TAB,,,,Tablet,Tablet,0.29,no,no,,1.24,0,,,,
,RX-GAB25T,RX Gabapentin 25mg TAB,,,,Tablet,Tablet,0.45,no,no,,1.17,0,,,,
,RX-GABA300,RX Gabapentin 300mg CAP,,,,Capsule,Capsule,0.03,no,no,,0.33,0,,,,
,RX-GABA50MG,RX Gabapentin 50mg/ml Susp.,,,,Milliliter,Milliliter,0.07,no,no,,0.46,0,,,,
,RX-GABA600,RX Gabapentin 600mg CAP,,,,Capsule,Capsule,0.13,no,no,,0.0,0,,,,
,RX-GALL100,RX Galliprant 100 mg TAB,,,,Tablet,Tablet,2.79,no,no,,5.59,0,,,,
,RX-GALL20T,RX Galliprant 20mg TAB,,,,Tablet,Tablet,1.01,no,no,,2.85,0,,,,
,RX-IGAL60,RX Galliprant 60mg TAB,,,,Tablet,Tablet,1.9,no,no,,4.09,0,,,,
,RX-IGENO120,RX GenOne/Gentamicin K9 Topical Spray 120ml,,,,Bottle,Bottle,6.34,no,no,,22.36,0,,,,
,RX-IGENSL,RX GenOne/Gentamicin K9 Topical Spray 240ml,,,,Bottle,Bottle,12.66,no,no,,32.19,0,,,,
,RX-GENO60,RX GenOne/Gentamicin Topical Spray 60ml,,,,Bottle,Bottle,4.26,no,no,,10.9,0,,,,
,RX-IVETGLYC,RX Glyco Flex 2 Bite Chews Feline-Vetri-Sci,,,,Bag,Bag,7.94,no,no,,8.34,0,,,,
,RX-HQT200C,RX Heart Qi Tonic 200ct CAP,,,,Bottle,Bottle,28.26,no,no,,56.52,0,,,,
,RX-IHGPSS,RX Heartgard Plus 1 - 25# Single,,,,Tablet,Tablet,5.59,no,no,,12.09,0,,,,
,RX-IHGPMS,RX Heartgard Plus 26-50# Single,,,,Tablet,Tablet,7.07,no,no,,13.57,0,,,,
,RX-IHGPLS,RX Heartgard Plus 51-100# Single,,,,Tablet,Tablet,8.31,no,no,,15.78,0,,,,
,RX-HCBDD60,RX Hemp CBD Oil for Dogs 60ml,,,,Each,Each,164.0,no,no,,206.64,0,,,,
,RX-EVCBDLC,RX Hemp Mobility Chews Over 50lbs 62ct Bag,,,,Bag,Bag,70.5,no,no,,88.12,0,,,,
,RX-EVCBDSC,RX Hemp Mobility Chews Under 50lbs 62ct Bag,,,,Bag,Bag,63.5,no,no,,79.38,0,,,,
,RX-EVCBD15,RX Hemp Mobility OIl for Cats 15ml,,,,Bottle,Bottle,56.5,no,no,,70.62,0,,,,
,RX-HEMPMO15,RX Hemp Mobility Oil for Dogs 15ml,,,,Bottle,Bottle,56.5,no,no,,70.62,0,,,,
,RX-EVCBD20,RX Hemp Mobility Oil for Dogs 20ml,,,,Bottle,Bottle,64.0,no,no,,84.0,0,,,,
,RX-EVCBD30,RX Hemp Mobility Oil for Dogs 30ml,,,,Bottle,Bottle,100.5,no,no,,125.62,0,,,,
,RX-HOSGM,RX Hemp Oil Soft Gel Medium Dog,,,,Bottle,Bottle,71.0,no,no,,88.75,0,,,,
,RX-HOSGEL,RX Hemp Oil Soft Gels Extra Large Dog,,,,Bottle,Bottle,115.0,no,no,,143.75,0,,,,
,RX-HOSGLD,RX Hemp Oil Soft Gels for Large Dogs,,,,Bottle,Bottle,86.0,no,no,,133.87,0,,,,
,RX-HOSGSD,RX Hemp Oil Soft Gels for Small Dogs,,,,Bottle,Bottle,36.0,no,no,,57.75,0,,,,
,RX-HINDWEAK,RX Hindquarter Weakness 0.5g 200ct CAP,,,,Bottle,Bottle,0.0,no,no,,55.58,0,,,,
,RX-HQWN200T,RX Hindquarter Weakness 200ct Teapill,,,,Bottle,Bottle,8.75,no,no,,17.5,0,,,,
,RX-HINDQWP,RX Hindquarter Weakness Powder 200g,,,,Bottle,Bottle,25.03,no,no,,52.72,0,,,,
,RX-HYDROH,RX Hydrocodone 5mg/Homatropine 1.5mg/5ml (1mg/mL),,,,Milliliter,Milliliter,0.04,no,no,,0.21,0,,,,
,RX-HYCH1085,RX Hydrocodone/Chlorpheniramine 10&8mg/5ml (2mg/mL),,,,Milliliter,Milliliter,0.52,no,no,,1.57,0,,,,
,RX-IHYDX1,RX Hydroxyzine 10mg TAB,,,,Tablet,Tablet,0.02,no,no,,0.29,0,,,,
,RX-HYDXT25,RX Hydroxyzine 25mg TAB,,,,Tablet,Tablet,0.03,no,no,,0.48,0,,,,
,RX-HYDXT50,RX Hydroxyzine 50mg TAB,,,,Tablet,Tablet,0.04,no,no,,1.26,0,,,,
,RX-ILIDPU,RX I Lid n Lash 50ml,,,,Each,Each,15.13,no,no,,30.26,0,,,,
,RX-IID10,RX I-Drop Vet Plus Lubricating Drops 10ml,,,,Each,Each,16.1,no,no,,32.2,0,,,,
,RX-ICFTN,RX ICF Tris - NAC Ear Solution 120ml Bottle,,,,Each,Each,16.0,no,no,,32.0,0,,,,
,RX-INCURIN,RX Incurin 1mg 30ct TAB (Box),,,,Box,Box,15.5,no,no,,34.87,0,,,,
,RX-A2111,RX Jin Suo Gu Jing - 900g,,,,Bottle,Bottle,75.05,no,no,,118.91,0,,,,
,RX-JSSGJ200,RX Jin Suo Gu Jing 200g,,,,Bottle,Bottle,26.16,no,no,,55.1,0,,,,
,RX-A2111-6,RX Jin Suo Gu Jing 600g,,,,Bottle,Bottle,53.2,no,no,,88.2,0,,,,
,RX-KBV250,RX K-BroVet 250mg Chewable TAB Bottle,,,,Bottle,Bottle,22.21,no,no,,44.42,0,,,,
,RX-IKEF50,RX Keflex ( Cephalexin ) 500mg CAP,,,,Capsule,Capsule,0.08,no,no,,1.2,0,,,,
,RX-IKEF25,RX Keflex (Cephalexin) 250mg CAP,,,,Capsule,Capsule,0.04,no,no,,0.47,0,,,,
,RX-IKET200,RX Ketoconazole 200 mg TAB,,,,Tablet,Tablet,0.34,no,no,,1.64,0,,,,
,RX-KOS0.5,RX Ketorolac 0.5% Opth. Solution,,,,Each,Each,3.77,no,no,,27.45,0,,,,
,RX-KRILCSC,RX Krillex Concentrate Soft Chews 60ct,,,,Each,Each,21.84,no,no,,53.5,0,,,,
