source_row,account_pims_code,patient_name,weight,mapped_alert_ids,mapped_alert_labels,status,account_id,patient_id,error
59,11742,Vennie,0.0,,,applied,94700543-3d61-479e-a764-ab39c56b6f83,26037,
60,10018,Gracie,107.2,,,applied,48d35c78-9139-4f60-a967-1adc94ea89b6,19554,
61,10624,Bella,61.4,,,applied,4ef54cf1-6ba3-468f-bcba-2796b37dabe9,9282,
62,11013,Waylon,68.2,,,applied,30ebe10e-7875-49cf-8851-5faab5d154fa,25731,
63,7255,Zoey,62.8,,,applied,fb006252-6f95-468f-a350-d4324d5bfc94,12507,
64,10646,Buffy,13.31,,,applied,7cf58760-1877-4152-b966-5d3d1db83900,5325,
65,11460,Cleo,8.16,,,applied,cb39d287-55db-4927-91b3-c10206ff52c7,9537,
66,8715,Tilley,76.6,,,applied,8cdf4296-b5d0-491a-a4c7-1a6be9c1419a,13005,
67,10782,Cinnamon,11.88,,,applied,48dd505e-9662-4589-81b5-c1885ee50a8a,25880,
68,8427,Bella,70.0,,,applied,6d5e70f9-b425-48eb-9c13-768f8e0e5b84,18549,
69,8887,Spanky,92.6,,,applied,6596922d-7c46-4104-b39c-e9eae22d8773,12761,
70,11573,Wrangler,7.81,,,applied,94dd01a1-fb32-48d7-8cb7-9c24e6345d38,24333,
71,11857,Fenix,80.4,,,applied,cb7488ac-23d2-42c9-af48-d9582363e22a,10063,
72,11553,Tiny,3.14,,,applied,fb0d7f15-8263-4802-ba95-c3817aa166b9,9078,
73,8813,Romie,6.8,,,applied,dfbaa3e3-c3fc-44db-b994-709c845bf06f,5396,
74,11576,Killer,15.2,,,applied,f2f5d984-5e91-4440-833d-52b575cec300,11919,
75,10831,Sammy,8.2,,,applied,2ae2ba83-0c4c-42be-80e2-ab2431b580cd,10005,
76,2512,Ziggy,8.06,,,applied,25ab3f87-43e9-4e10-855c-3faf7d5f47a2,10230,
77,5628,Floofy,14.91,,,applied,e5e2132e-9943-408b-8f05-b211676c76e8,2918,
78,11205,Lulu,12.2,,,applied,635ec51d-aec6-4ac9-ba77-c9733f9587ab,1451,
79,10275,Lucille,16.0,,,applied,c4c36d51-1f20-40f5-8f00-066de0112e8d,22815,
80,11932,Macie,0.0,,,skipped_missing_account,,,No Instinct account match by pimsCode
81,11715,Vinny,2.65,,,applied,ca03e5fc-a6f0-48ce-b271-13161721cb4e,5817,
82,8736,Sissy,47.6,,,applied,9dd92eff-fa6a-4efa-bcff-1b7e6c09a14f,25300,
83,10304,Bella Luna,36.0,,,applied,1b88b058-a44e-4a6a-88b3-39078c758a73,4184,
84,11851,Gracie,13.4,,,applied,10636a8d-9cc1-4f6d-8ae6-e9a82d7eef4a,15717,
85,10358,Daisy,18.4,,,applied,48664e00-4c4c-43aa-b51d-b99843475073,17106,
86,11540,Spooky,19.65,,,applied,e4baf554-7771-4edf-b115-eda56e18b192,3664,
87,11538,Charlee,9.4,,,applied,b115c6e7-001a-488c-be97-0008ec7374ed,9685,
88,11357,Sadie,31.4,,,applied,63152cf1-1140-442b-94ab-a0f8643bbe9f,25400,
89,7537,Ollie,54.2,284,Muzzle for Treatments,applied,87ce9d27-96c3-4ed8-808d-36faced9f224,10476,
90,10171,Milo,15.94,,,applied,f6d4fd21-ba61-4164-8764-576c08b248d6,4156,
91,10651,Meena,19.2,,,applied,0de7e73e-48cc-4a5b-849f-5c085e5de49f,1945,
92,6910,Finnegan,20.6,209,Caution - Go Slow,applied,360e64c7-4db0-4a5d-8c19-43780758b462,9832,
93,8862,Thomasina,77.0,,,applied,cfa8d932-c9fd-430b-a3f5-84618053c915,11951,
94,11112,Katie,14.4,,,applied,1920b7cc-efe0-4138-b197-58e743f03d55,4911,
95,11666,Loki,11.9,,,applied,6879196f-3512-4100-985a-e9308112e96a,13184,
96,11267,Rip,27.2,,,applied,20986db9-f897-44bc-8d2c-f43899bbcc45,3717,
97,2731,Hagen,64.6,,,applied,76c1aad1-f552-4b4c-9c31-06ddadec4679,18576,
98,452,Baxter,33.8,,,applied,dcea63af-08bf-4de0-a5eb-9a6b65ff8ff4,18740,
99,11395,Jax,16.0,,,skipped_missing_patient,e4928e04-26b0-48c9-9a39-51dcfaa3bc33,,No patient match by exact name
100,11697,Otis,62.6,215,Caution - Will Bite,applied,ef4dca61-e885-401f-9da9-ac2e3b364ec8,16939,
101,11398,Georgie,15.0,,,applied,d970586f-7da7-4f22-8960-04b74fb8cee6,11096,
102,11543,Pedey,12.2,,,applied,1f38d636-1f86-4fcd-9934-62056f055c0d,8279,
103,9087,Mia,4.97,,,applied,fbccb057-f373-478a-ac47-b966b1fc609c,26137,
104,11901,Slayer,24.8,,,applied,ba525f99-a0b0-421d-aa0d-9687d4336427,8337,
105,10640,Winston,71.8,,,applied,893c54f1-adc5-4720-bc49-9f8932cab254,6770,
106,10629,Benjamin,14.5,,,applied,8182cd69-754e-4a23-83a7-2878654a4710,12185,
107,11640,Sadie,72.4,,,applied,e382fbab-6497-4660-b3c7-9fafed7f3bfe,4319,
108,11362,Miss Kitty,9.4,,,applied,78e1df0c-6c85-42ec-9fc3-8058d935543b,19610,
109,9318,Waylon,36.4,,,applied,50570636-6e91-4fb7-91da-541c2e49332e,23778,
110,9668,Draco,105.8,,,applied,ef0cd03b-357d-4ae9-bf60-8cab1b54c764,9273,
111,3829,Bingo,10.0,,,applied,c3b7ca75-4b96-4058-830b-9fda3a4dd692,17170,
112,11473,Riley,41.2,,,applied,fc358a0f-5d93-4f44-9fe3-6daf3df441ef,16173,
113,8880,Griso,11.678,,,applied,46e358b2-5fc3-4997-9915-c30ac911f313,1098,
114,10193,Falcor,15.6,,,applied,00d4ba56-08c2-4319-a082-d3688d4851d0,10752,
115,11611,Maverick,99.2,,,applied,91ab9e04-dad0-483f-9870-d96faa294823,17206,
116,11799,Dakota,56.6,,,applied,94141bfb-28e2-48aa-a89a-0843c8129085,4770,
117,11924,Pearl,10.34,,,applied,db088679-1492-464d-a7f8-da0d443fd23b,142,
118,11405,Bear,57.6,209,Caution - Go Slow,applied,397b305e-5122-48c1-9ce6-3d4e3bd24de2,21353,
119,7660,Daryl (6),11.5,,,applied,162aab47-63ae-4f1b-9357-10a2b7253f2f,817,
120,7579,Willow  (Nancy-White),13.71,,,applied,da7c5c40-43df-42bc-a133-8804315d5921,17192,
121,7120,Jaspah,12.6,,,applied,624ccfa1-59aa-4ca1-b5ca-840bddd1c56c,20733,
122,11310,Dinker,13.47,,,applied,c92bfb22-0a3f-45f6-91ef-383abb116014,4116,
123,9237,Shorty,13.2,,,applied,e6d42b7a-0748-4d4e-9518-156d06c90f1b,5526,
124,11512,Skippy,23.2,,,applied,5ecf336d-40c9-4eef-ba4c-006757d5659d,26109,
125,11367,Cotton,16.91,215,Caution - Will Bite,applied,0d7db0cf-d068-4644-aa9e-5a507d41cf6f,25704,
126,11886,Teddy,7.53,,,applied,1e3abf44-ef49-44a8-9185-bcacebce2650,13080,
127,11822,Mickey,86.2,,,applied,c7f6abb1-9dcc-47e9-b31b-0fa3a31d2d81,15161,
128,11345,Sadie,55.0,,,applied,deaa6ef3-26cd-4a86-9265-2e92fe9c9f8d,13528,
129,11136,Bella,15.3,,,applied,f0f2c540-5518-4d6b-9afb-db589fcde452,20044,
130,11477,Helen,16.71,,,applied,209d6228-a963-4571-84ff-121ebe606d0c,6516,
131,11153,Bella,7.8,,,applied,22053a5e-888f-4c7e-82fc-0d8b9506054a,9508,
132,11392,Vader,63.0,,,applied,e8244940-96b2-47ef-8090-048b81db656b,21806,
133,11891,Miles,6.12,,,applied,2a14fa67-bc45-4c36-bc96-78066f9e24e0,17264,
134,11769,Delilah,17.0,,,applied,57bb845f-8340-4b25-a600-3a59e6f7f4cb,16815,
135,2138,Destiny,10.8,,,applied,2367a177-40b9-422d-b935-97bdd9733ced,25433,
136,11630,Minnie,10.25,,,applied,b5889843-6bb3-41e0-a51e-cfdd66013c5e,7820,
137,11644,Amira,30.0,,,applied,dc1ef726-f22e-4b67-940d-0fdcc7a6f588,5431,
138,4671,Shimmer,5.94,,,applied,8050f550-be73-4500-ace7-3eaf1e1def75,9406,
139,11736,Ramses,6.68,,,applied,11832f54-6623-448c-9ca2-37434bd8f043,10928,
140,6068,Faith,10.8,,,applied,4adc57f1-e54e-4486-8ed7-91413208987c,25039,
141,9084,Doc,8.84,,,applied,8d2e936b-8dac-4c02-9f4e-1579fe80d703,7743,
142,1983,Clark,16.12,,,applied,23bcb380-e310-4b8d-b7b0-e33118e216bd,942,
143,11555,Willow,79.4,,,applied,00909992-b14d-4636-96bb-981ce4679826,1948,
144,10231,Meagan,85.0,,,applied,e0f68f9f-f84d-47c2-9aad-a990cbdbfb1d,13349,
145,5708,Shelby,44.8,,,applied,97485a9b-9de2-4438-9fb7-39c663996298,16316,
146,9344,Coco,7.0,,,applied,47ea1efa-81b2-4d60-a0e8-5c14655cd330,20682,
147,6550,Poppy,103.4,,,applied,419f73bf-4045-49e0-ac57-d2125b0afc32,8082,
148,10388,Wookiee,53.2,,,applied,1a4b3208-5e75-4d2b-ab1c-f82015da6269,9278,
149,10307,Finn,73.0,,,applied,27d32249-8f65-492f-bdd5-f8f7064a947d,14866,
150,8795,Peaches,10.2,,,applied,96b47164-d075-41f3-bb9c-14f6455c789e,14068,
151,11329,Zoie,21.6,,,applied,eb932613-3743-4d24-98a4-c94e3ba0d413,6723,
152,11449,Gator,32.0,,,applied,8ae858bf-eba6-4457-bca4-7e2a97b14b3d,21447,
153,4846,Bo (1),23.4,,,applied,f9460628-3122-4561-9f1f-7bca5ebd1437,7136,
154,9159,Bella,57.4,,,applied,50e99a6e-ce83-4c72-9a21-c1d9b21a4104,13708,
155,11720,Bandit,88.4,,,applied,e7f2efb1-c0d2-44f5-b906-85add55b4e00,12098,
156,8200,Patches,60.6,,,applied,6afdc434-b3aa-4457-b600-999783804d12,16380,
157,2097,Beau,85.4,,,applied,b30d086a-3039-49a2-ad03-bf0e08fee6ef,19279,
158,10851,Bailey,64.4,235,Dog Aggressive,applied,2eb763a3-3d0f-4d1a-9b74-4c1d41e39023,902,
159,7560,Tiger,5.12,,,applied,dd36f659-3346-41a6-b303-b472c0ad451b,10036,
160,7750,Willie,22.0,,,applied,12c7124d-bd35-44dc-8e7b-068391fe1d6a,23740,
161,9931,Daisy,50.4,,,applied,e4702446-194e-45cd-886f-08c3df7695fd,14908,
162,11900,Zelda,11.22,,,applied,17d46c5f-3855-40d9-9b53-889aed381ff5,13504,
163,11755,Duda,4.59,,,applied,2a0e6f70-d2dc-4105-ab44-44683d7540e9,9951,
164,7567,Wendy (2),20.2,,,applied,99c4593d-6e53-4e2c-a822-3858fda42698,24031,
165,7089,Higgens,7.19,,,applied,11af3c8d-1dab-4892-99a2-e18562a28aa0,5295,
166,8529,Russell,14.2,,,applied,20ddf978-8696-4599-9e69-536b0d4d1df8,7404,
167,6344,Eddie,44.8,,,applied,908db5af-45b1-475a-8851-3d33bccc8c44,21683,
168,11515,Opie,9.8,,,applied,f7a135b5-7e20-4c36-8285-2432d21093a9,9110,
169,10776,Eclair,11.53,,,applied,9fe6d8e7-98e8-4ee0-bac0-dfaffb0c5137,3257,
170,9708,8 Puppies,0.0,,,applied,8eeca473-e645-494f-9fac-67f6b369c59e,19807,
171,10044,Roscko,46.2,,,applied,09defa9b-00cb-4a9a-9935-c52258396620,17467,
172,9395,Rogue,49.8,,,applied,0d2ae92f-06f2-4d20-9b93-1d0b3c95219d,7392,
173,11855,Charlie,9.8,,,applied,1e301ed5-0c29-4579-a716-3313fe936694,26076,
174,7744,Wallis,8.6,,,applied,1f0d3b0b-d482-47c7-868e-51460b2294b9,18111,
175,11740,Nina,51.2,,,applied,67274c7e-c82d-4d66-ac8c-9be8b62e9206,2616,
176,9185,Princess (#2),10.59,,,applied,82c662ec-1582-4ebc-89d6-d14e8344f452,24863,
177,3351,Summer Rose,25.8,,,applied,4f1ead1a-4527-4e20-a076-5da0288edb8e,19865,
178,6123,Marlo,14.37,,,applied,8bdc1534-6688-435b-bdb1-cff13cc6d866,3995,
179,9114,Bella,8.2,,,applied,0d11254a-2c71-43c6-865a-5f824b521a6d,10856,
180,8947,Charlie,10.68,,,applied,3158eb44-dab9-436b-8b5f-bbcc9c6fddc9,8525,
181,6169,Hamish,15.37,,,applied,c0acf930-4f6f-4f38-bff2-668646cfe8d0,24808,
182,11936,Phoenix,9.5,,,skipped_missing_account,,,No Instinct account match by pimsCode
183,11394,Bria,17.4,,,applied,5845fe38-007e-44de-b850-8b6bdd029159,8810,
184,10283,Freddie,39.6,,,applied,a35c911d-2cc3-4564-917d-0c186695efa4,25995,
185,10186,Billy,67.4,,,applied,5b9c4892-c13c-455d-8013-69a9d0f51b62,11443,
186,10592,Layla,0.0,,,applied,17982951-1d8d-4650-81a4-68f30c4ddd18,24219,
187,8786,Baby (#1),9.0,,,applied,a5b00be4-58a9-4908-be74-e81831b0febb,1071,
188,8762,Ella Violet,55.0,"215,192",Caution - Will Bite | Blind,applied,17579316-5a67-41e4-90ef-0ae73f4b9c9c,11531,
189,7342,Ronny,6.4,,,applied,b4f8229f-18b1-4521-b3c6-4493a0dfa894,10953,
190,11674,Bentley,20.2,,,applied,e3da9535-9983-4b4c-8e97-0e98aca4eaab,16692,
191,9420,Atlas,54.4,209,Caution - Go Slow,applied,edfd7c64-e882-4aa1-b390-37ec0a98b50d,8978,
192,9171,Molly Jo,9.4,,,applied,76e655fa-1939-4636-ae82-d4ac8561c08d,509,
193,11348,Bella,11.0,,,applied,5b38c093-0f58-47e3-817c-b4b399ffd384,23639,
194,10341,Keva,54.0,,,applied,bbf15a70-0d9a-4171-90dd-14fd8276f639,12201,
195,6557,SinDee,19.2,,,applied,194d32c8-cf44-40c3-b363-18b56cf7c2a4,13925,
196,4205,Jade,8.06,,,applied,9f7fc5b7-6eb4-46e7-be06-30700044d180,497,
197,11872,New Puppy,0.0,,,applied,4d2d4915-f062-4132-9d38-cfa350539b94,24232,
198,9857,Teddy,86.8,,,applied,cd5f1853-48c3-4704-acfd-db136aed7a5e,17290,
199,10565,Queenie Royalty,12.28,,,applied,0ae0284e-d0d5-4044-a4ff-725c31a09a5e,15191,
200,8838,Stella,86.2,,,applied,59c2eae9-cfd5-4876-950a-a682fa3dc993,15284,
201,197,Dora,11.62,,,applied,4090e637-45b5-4d82-8b75-608ccd0b58b6,9447,
202,11445,Marvel,74.4,,,applied,7368d654-ed27-4d8c-93bd-9e854d03b645,8147,
203,7574,Izzy Mae,10.2,,,applied,66b4892f-3bd2-4d4a-ad78-d1a2e2b7f2d3,8658,
204,11326,Harper,77.6,,,applied,02609de0-0ac0-4625-b2ca-673b6c7139e8,3621,
205,11614,Molly,85.0,,,applied,8052d0ed-5469-4020-b19b-64c02c579385,6695,
206,9252,Cherie,9.19,,,applied,d77a597d-5d52-4453-a4de-41ed41a57e04,19785,
207,11359,Boots,0.0,,,applied,30104bb3-827a-45a1-84fc-3cf29cf3a821,12704,
208,7842,Arturia,65.2,,,applied,d2eb3a6e-4139-4a91-9e0a-15613f96a0f6,23029,
209,10945,Dixie,18.0,,,applied,788b16d3-a28e-44e4-8985-4bbb5392785a,22075,
210,11860,Max,102.6,,,applied,8defeb00-e286-45d6-b8c1-39a3827d8ccb,26057,
211,10658,Boots,6.81,,,applied,dba18b9a-080e-4c59-bc73-004714db3172,20693,
212,11487,Maggie,8.8,,,applied,3b407407-719d-4b7e-815e-62ee4c42e7d2,3919,
213,11494,Stray,82.0,,,applied,58e35f52-3e20-4337-88e1-fee1605c158e,21427,
214,11376,Bodhi,60.6,,,applied,f6e9115f-1c10-4014-ad09-4136a5f843f8,14463,
215,11256,Mr. Mr.,0.0,,,applied,e1a894e3-d037-4677-a622-027b28ce98e7,2159,
216,11426,Abigale,24.0,,,applied,7317e053-7ec1-4cca-ba0f-8ca9866900b2,21090,
217,10353,Champ,60.4,,,applied,7c38c498-9f72-4dac-81d8-533077d9838b,6427,
218,7352,Toochi,16.0,,,applied,959c625d-2fd7-49e8-b89f-2fd31f1c7fb8,14245,
219,11774,Tyler,15.2,,,applied,cb764c7b-bf0a-4ac4-bb7f-c736c8e469bf,16256,
220,11775,Rocco,21.0,,,applied,f01ccd08-3a73-4a13-a611-d3d8bc8d7c43,25800,
221,11675,Bibbleton,0.0,,,applied,96b06523-6a74-49ee-b160-afbe002db8e5,13309,
222,11202,Magnolia,110.0,,,applied,9fda9682-faa2-4d2a-9368-76df70028281,21020,
223,10282,Kuro,10.06,,,applied,ab55048a-07a7-4e47-b3bb-f6629319e285,6395,
224,11501,Hans,18.2,,,applied,a56591ce-0cb7-4072-b0d0-1e01881dc9ca,22850,
225,11593,Penny,21.8,,,applied,cf43d545-3be9-4a6f-9247-be8f418c4446,2320,
226,10250,Lillee,10.4,,,applied,ff2156a3-0c4d-4dcb-9551-d9279dfbf721,16408,
227,6962,Suzy,11.37,,,applied,58a475f0-0963-4e37-815b-8539b7c4b943,9044,
228,7397,Caleb (#3),8.4,,,applied,bfb247d9-4ee4-46bc-be02-21990e764ba9,3223,
229,11754,Athena,88.6,,,applied,3ca0f3f0-54b8-4504-98ca-0ab7e5109578,14024,
230,4009,Harley Quinn,86.8,,,applied,6e18d4ef-1dad-453c-9c88-3da983d1822a,13067,
231,10287,Maggie,13.09,,,applied,8ec6c3bd-c4d5-425f-8bcb-7c299a46dc03,2565,
232,6582,Logan,79.6,,,applied,cdb1f6d2-1a54-402f-81b9-9d941b7030f6,14923,
233,11179,Oliver King,11.8,,,applied,91327d5a-62b0-4827-b174-4775c2a8ac84,3555,
234,9168,Tarot,8.62,,,applied,137aff37-bdec-4da4-b4b3-f482ba75a7ce,17726,
235,7121,Louie,18.2,,,applied,a30ad086-2989-4838-a96c-dfa24849c7fa,20477,
236,11689,Tuna,5.44,,,applied,bc977ce0-487b-4597-b5c3-a560451d1ea1,12172,
237,8855,Amos,33.6,,,applied,bab544ff-34a2-4831-993a-141817ace08c,2594,
238,9738,Josie,14.2,,,applied,15d7b559-77e1-480b-a77c-517f1b13f872,25762,
239,11321,Kipper,11.47,,,applied,4d5cb7dc-7e91-4bb6-ae6e-02b2cc827109,16906,
240,11012,Vera,45.4,,,applied,514fe44a-83a2-48f6-997d-397870708d05,19880,
241,10148,Luna,43.2,,,applied,4f230594-0684-4a76-96ea-7364db772c53,2755,
242,3074,CASH,0.0,,,applied,2a972ad9-1ac7-4608-b680-7cae1fb6962f,5348,
243,5601,Sugar Lemon Fizz,82.6,,,applied,ac2d71bd-c3aa-44fd-85b7-5760d1d2b195,13845,
244,1512,Cats,7.5,,,applied,9f85dd21-946e-46c9-8d34-b299fb8ae715,8553,
245,9733,Ni,9.8,,,applied,871f4cff-2178-4d4a-899d-bcbc76ad31a4,4916,
246,10673,Mancha,0.0,,,applied,ec4bfcdc-8a6b-451e-8bd7-7dd685f18cdc,15274,
247,10664,Ernie,17.4,,,applied,86d980cd-1868-4be2-b998-3fab490745a2,7583,
248,11496,Coco,8.0,,,applied,01834313-94d2-4888-8bb2-3b8ef37ac3c8,1042,
249,2756,C,10.68,,,applied,71552a46-c302-4031-b832-34aed034de6b,12039,
250,6150,Molly,56.6,284,Muzzle for Treatments,applied,af641781-964d-4d91-a806-b031249c7f33,136,
251,11213,Munchkin,13.0,,,applied,90b5947d-3d7d-44a1-92b1-95689c31bd25,2189,
252,9312,Kanani  (#3),63.2,,,applied,186076a8-516e-4097-b322-b5e747cac1e4,553,
253,7188,Brandy,52.8,,,applied,cb10a327-e5e9-459d-b6d5-383593175ed0,22069,
254,11286,Riddick,24.8,,,applied,85790f5d-08bf-46e7-bb75-e4f3e1a0c813,8130,
255,6359,Mr. Banxsy,11.53,,,applied,c45ac78a-1b18-4874-9ec5-0b65050612b7,10997,
256,10990,Nala (Spirit),65.2,,,applied,92ed7050-068f-4fc8-a31a-78018475be46,22586,
257,6814,Maggie,32.0,,,applied,0d0a56ec-9b3a-4b6a-9869-b3804208fae3,13588,
258,11228,Mattie,18.4,,,applied,35e812b5-2fc1-4fbc-96ff-8ae7702de015,13362,
259,11797,Castle,72.6,,,applied,419906eb-677e-4141-ac2d-7fb26cd43709,8060,
260,11275,Melania,42.0,,,applied,ea84a6ff-89ea-4355-b657-930c6d8db5c8,13596,
261,10721,Zuzu,5.8,,,applied,f3ce065f-3025-4720-8e4f-ffdc047a0662,18563,
262,11355,Lucho,52.0,,,applied,2e0c9eaf-1f57-4b53-a60e-6edc047fd553,11973,
263,6686,Gucci,13.2,,,applied,3917d44a-0011-4710-9ff8-514edd4d29b5,20314,
264,10542,Titan,13.0,,,applied,b3b6a6d1-a535-435f-ae8d-118d54a95352,20859,
265,11358,Cootie,14.37,,,applied,02cf1ae8-4e3b-4f44-aecd-0be1a34e38d7,16510,
266,11912,Rusty,14.28,,,applied,15e1f60a-945f-42a0-83e7-43adf9818b64,6307,
267,11651,Daisy,0.0,,,applied,4a7e3c2a-7ca2-42bf-be7c-473fd897172f,8500,
268,8591,Callie,7.97,,,applied,9ef4ab7a-549f-48d0-9033-e3d2679636c6,4915,
269,11456,Jethro,6.84,,,applied,134a005a-4439-4d7a-abbc-e1a8a54e6a8b,14875,
270,9772,Ebony,12.78,,,applied,515706d9-55f1-4d05-bf5d-85f581ff7f8e,19939,
271,10954,Lexis,6.91,,,applied,c4f2f545-6abc-4fbf-87f4-e6e472abf6e2,16283,
272,10704,Louie,43.6,,,applied,7549c8c0-408b-4ad4-a74a-59ff9739ad6e,16161,
273,7616,Mittens,17.84,,,applied,ea335cb2-7ee2-442c-a280-ca5041d6c86c,23460,
274,10685,Princess,10.31,,,applied,111cd1e0-9212-4404-a96d-dca8bc25ff1a,19206,
275,11235,Baby,7.4,,,applied,c7ffdf42-3536-447c-8a33-db5b80d5d9da,8841,
276,4030,Skipper,20.6,,,applied,0499bffb-b89d-4489-9951-9c33820eb802,21726,
277,120,Winston,11.8,284,Muzzle for Treatments,applied,47fa6073-c663-4a41-b097-5300f00ccea1,24187,
278,11684,Buddy,5.88,,,applied,078a5d3a-cbdb-4329-929d-357f9c0c74ad,13853,
279,11907,Pete,15.6,,,applied,5feb7f8f-c0ba-470f-855b-897ff9a2e089,2314,
280,2705,Alden,24.2,,,applied,4a353e05-1689-4a36-b085-782303276ece,16187,
281,11462,Marlo,12.56,,,applied,1da7d819-3669-4ec5-b4f5-7f93e1cce51e,4619,
